Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2012-05-10,(2011-12),CHI,PHI,78,79,1,37.38,82.76,0.45,6.35,16.92,0.38,15.24,21.12,0.72,13.86,32.8,46.67,23.14,6.91,5.88,13.98,17.26,96.35,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,43.15,7.97,5.15,11.18,17.53,93.64,-165
Playoffs,2012-05-10,(2011-12),ATL,BOS,80,83,3,36.8,81.03,0.45,7.45,20.15,0.37,15.53,20.98,0.74,9.88,31.3,41.18,22.44,8.12,4.59,13.95,17.85,96.59,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-370
Playoffs,2012-05-10,(2011-12),LAL,DEN,96,113,17,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,22.5,5.91,5.32,15.11,16.8,97.3,38.97,81.88,0.48,6.59,19.86,0.33,19.59,26.67,0.73,11.18,31.89,43.08,43.08,8.18,5,15.38,19.65,104.12,-150
Playoffs,2012-05-11,(2011-12),MEM,LAC,90,88,-2,36.74,82.15,0.45,4.2,12.86,0.33,17.3,22.79,0.76,12.59,29.45,42.05,19.55,9.56,5.23,14.47,19.94,94.98,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,41.56,8.42,4.77,13.32,21.2,97.55,120
Playoffs,2012-05-12,(2011-12),PHI,BOS,91,92,1,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,22.02,7.97,5.15,11.18,17.53,93.64,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-290
Playoffs,2012-05-12,(2011-12),DEN,LAL,87,96,9,38.97,81.88,0.48,6.59,19.86,0.33,19.59,26.67,0.73,11.18,31.89,43.08,23.95,8.18,5,15.38,19.65,104.12,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,46.21,5.91,5.32,15.11,16.8,97.3,-270
Playoffs,2012-05-13,(2011-12),LAC,MEM,82,72,-10,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,20.98,8.42,4.77,13.32,21.2,97.55,36.74,82.15,0.45,4.2,12.86,0.33,17.3,22.79,0.76,12.59,29.45,42.05,42.05,9.56,5.23,14.47,19.94,94.98,-500
Playoffs,2012-05-13,(2011-12),IND,MIA,86,95,9,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,18.61,7.92,5.41,14.02,21.67,97.71,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-400
Playoffs,2012-05-14,(2011-12),PHI,BOS,82,81,-1,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,22.02,7.97,5.15,11.18,17.53,93.64,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-210
Playoffs,2012-05-14,(2011-12),LAL,OCT,90,119,29,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,22.5,5.91,5.32,15.11,16.8,97.3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-390
Playoffs,2012-05-15,(2011-12),IND,MIA,78,75,-3,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,18.61,7.92,5.41,14.02,21.67,97.71,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-320
Playoffs,2012-05-15,(2011-12),LAC,SAS,92,108,16,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,20.98,8.42,4.77,13.32,21.2,97.55,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,42.97,7.42,4.44,13.56,17.32,103.65,-900
Playoffs,2012-05-16,(2011-12),BOS,PHI,107,91,-16,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,43.15,7.97,5.15,11.18,17.53,93.64,-130
Playoffs,2012-05-16,(2011-12),LAL,OCT,75,77,2,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,22.5,5.91,5.32,15.11,16.8,97.3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-420
Playoffs,2012-05-17,(2011-12),MIA,IND,75,94,19,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,43.88,7.92,5.41,14.02,21.67,97.71,120
Playoffs,2012-05-17,(2011-12),LAC,SAS,88,105,17,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,20.98,8.42,4.77,13.32,21.2,97.55,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,42.97,7.42,4.44,13.56,17.32,103.65,-800
Playoffs,2012-05-18,(2011-12),BOS,PHI,83,92,9,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,43.15,7.97,5.15,11.18,17.53,93.64,-130
Playoffs,2012-05-18,(2011-12),OCT,LAL,96,99,3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,46.21,5.91,5.32,15.11,16.8,97.3,-150
Playoffs,2012-05-19,(2011-12),SAS,LAC,96,86,-10,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,23.15,7.42,4.44,13.56,17.32,103.65,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,41.56,8.42,4.77,13.32,21.2,97.55,180
Playoffs,2012-05-19,(2011-12),OCT,LAL,103,100,-3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,46.21,5.91,5.32,15.11,16.8,97.3,115
Playoffs,2012-05-20,(2011-12),MIA,IND,101,93,-8,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,43.88,7.92,5.41,14.02,21.67,97.71,110
Playoffs,2012-05-20,(2011-12),SAS,LAC,102,99,-3,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,23.15,7.42,4.44,13.56,17.32,103.65,36.95,81.3,0.45,7.79,21.83,0.36,15.85,23.3,0.68,12.12,29.44,41.56,41.56,8.42,4.77,13.32,21.2,97.55,290
Playoffs,2012-05-21,(2011-12),PHI,BOS,85,101,16,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,22.02,7.97,5.15,11.18,17.53,93.64,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-250
Playoffs,2012-05-21,(2011-12),LAL,OCT,90,106,16,36.8,80.59,0.46,5.48,16.85,0.33,18.21,24.08,0.76,12.11,34.11,46.21,22.5,5.91,5.32,15.11,16.8,97.3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-350
Playoffs,2012-05-22,(2011-12),IND,MIA,83,115,32,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,18.61,7.92,5.41,14.02,21.67,97.71,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-370
Playoffs,2012-05-23,(2011-12),BOS,PHI,75,82,7,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,43.15,7.97,5.15,11.18,17.53,93.64,-120
Playoffs,2012-05-24,(2011-12),MIA,IND,105,93,-12,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.67,81.44,0.44,5.94,16.12,0.37,20.44,26.12,0.78,12.52,31.36,43.88,43.88,7.92,5.41,14.02,21.67,97.71,120
Playoffs,2012-05-26,(2011-12),PHI,BOS,75,85,10,37.44,83.58,0.45,5.29,14.59,0.36,13.47,18.15,0.74,10.67,32.48,43.15,22.02,7.97,5.15,11.18,17.53,93.64,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-310
Playoffs,2012-05-27,(2011-12),OCT,SAS,98,101,3,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,42.97,7.42,4.44,13.56,17.32,103.65,-240
Playoffs,2012-05-28,(2011-12),BOS,MIA,79,93,14,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-480
Playoffs,2012-05-29,(2011-12),OCT,SAS,111,120,9,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,42.97,7.42,4.44,13.56,17.32,103.65,-200
Playoffs,2012-05-30,(2011-12),BOS,MIA,111,115,4,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-410
Playoffs,2012-05-31,(2011-12),SAS,OCT,82,102,20,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,23.15,7.42,4.44,13.56,17.32,103.65,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-190
Playoffs,2012-06-01,(2011-12),MIA,BOS,91,101,10,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,-140
Playoffs,2012-06-02,(2011-12),SAS,OCT,103,109,6,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,23.15,7.42,4.44,13.56,17.32,103.65,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-180
Playoffs,2012-06-03,(2011-12),MIA,BOS,91,93,2,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,110
Playoffs,2012-06-04,(2011-12),OCT,SAS,108,103,-5,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,42.97,7.42,4.44,13.56,17.32,103.65,-210
Playoffs,2012-06-05,(2011-12),BOS,MIA,94,90,-4,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-420
Playoffs,2012-06-06,(2011-12),SAS,OCT,99,107,8,39.56,82.77,0.48,8.36,21.29,0.39,16.17,21.62,0.75,10.35,32.62,42.97,23.15,7.42,4.44,13.56,17.32,103.65,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-220
Playoffs,2012-06-07,(2011-12),MIA,BOS,98,79,-19,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,38.79,7.55,5.48,14.83,19.92,91.85,110
Playoffs,2012-06-09,(2011-12),BOS,MIA,88,101,13,35.47,77.06,0.46,5.5,14.97,0.37,15.41,19.82,0.78,7.71,31.08,38.79,23.59,7.55,5.48,14.83,19.92,91.85,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-440
Finals,2012-06-12,(2011-12),MIA,OCT,94,105,11,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-230
Finals,2012-06-14,(2011-12),MIA,OCT,100,96,-4,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,19.95,8.86,5.38,15.18,19.42,98.48,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,43.68,7.55,8.17,16.35,20.48,103.06,-220
Finals,2012-06-17,(2011-12),OCT,MIA,85,91,6,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-190
Finals,2012-06-19,(2011-12),OCT,MIA,98,104,6,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-140
Finals,2012-06-21,(2011-12),OCT,MIA,106,121,15,37.3,79.23,0.47,7.15,19.95,0.36,21.3,26.42,0.81,11,32.68,43.68,18.55,7.55,8.17,16.35,20.48,103.06,37.06,78.97,0.47,5.61,15.61,0.36,18.76,24.21,0.77,10.39,31.21,41.61,41.61,8.86,5.38,15.18,19.42,98.48,-160
Playoffs,2013-04-20,(2012-13),BOS,NYK,78,85,7,37.05,79.74,0.46,6.15,17.16,0.36,16.27,20.96,0.78,8.07,31.27,39.35,22.75,8.23,4.51,14.58,21.2,96.52,36.54,81.57,0.45,10.87,28.91,0.38,16.01,21.09,0.76,10.85,29.71,40.56,19.26,8.2,3.59,12.05,20.12,99.95,-350
Playoffs,2013-04-20,(2012-13),GSW,DEN,95,97,2,38.17,83.41,0.46,8.02,19.9,0.4,16.8,21.27,0.79,10.79,34.16,44.95,22.5,6.91,4.22,15.07,21.38,101.17,40.72,85.16,0.48,6.35,18.51,0.34,18.35,26.2,0.7,13.32,31.72,45.04,24.41,9.29,6.5,15.28,20.51,106.15,-370
Playoffs,2013-04-20,(2012-13),CHI,BRO,89,106,17,35.68,81.68,0.44,5.44,15.43,0.35,16.38,21.2,0.77,12.51,30.66,43.17,23,7.17,5.09,14.28,19.72,93.18,35.88,79.8,0.45,7.66,21.46,0.36,17.46,23.88,0.73,12.77,30,42.77,20.34,7.3,4.77,14.71,18.29,96.88,-190
Playoffs,2013-04-20,(2012-13),MEM,LAC,91,112,21,36.15,81.45,0.44,4.66,13.5,0.35,16.45,21.29,0.77,12.91,29.82,42.73,20.91,8.57,5.32,13.95,20.24,93.4,38.54,80.59,0.48,7.65,21.37,0.36,16.37,23.02,0.71,11.44,30.18,41.62,23.88,9.56,5.62,14.6,20.93,101.09,-250
Playoffs,2013-04-21,(2012-13),ATL,IND,90,107,17,37.61,81.02,0.46,8.61,23.18,0.37,14.12,19.74,0.72,9.24,31.62,40.87,24.48,8.1,4.5,14.87,17.96,97.95,35.12,80.56,0.44,6.85,19.74,0.35,17.64,23.64,0.75,12.88,32.98,45.85,20.31,7.16,6.33,15.15,20.04,94.74,-350
Playoffs,2013-04-21,(2012-13),LAL,SAS,79,91,12,37.09,80.98,0.46,8.72,24.57,0.35,19.32,27.91,0.69,11.49,33.32,44.8,22.17,7.02,5.23,15.02,17.89,102.21,39.15,81.4,0.48,8.09,21.51,0.38,16.65,21.04,0.79,8.12,33.18,41.3,25.1,8.48,5.44,14.71,17.4,103.02,-500
Playoffs,2013-04-21,(2012-13),MIL,MIA,87,110,23,38.15,87.77,0.43,7.33,20.37,0.36,15.26,20.73,0.74,13.02,30.94,43.96,22.88,8.35,6.71,14.1,18.95,98.88,38.39,77.41,0.5,8.74,22.06,0.4,17.35,23.01,0.75,8.24,30.37,38.61,23.05,8.66,5.38,13.94,18.7,102.88,-2000
Playoffs,2013-04-21,(2012-13),HOU,OCT,91,120,29,38.1,82.71,0.46,10.57,28.89,0.37,19.18,25.45,0.75,11.09,32.34,43.43,23.2,8.28,4.38,16.44,20.27,105.95,38.12,79.32,0.48,7.29,19.37,0.38,22.18,26.78,0.83,10.41,33.23,43.65,21.38,8.28,7.61,15.28,20.17,105.72,-775
Playoffs,2013-04-22,(2012-13),CHI,BRO,90,82,-8,35.68,81.68,0.44,5.44,15.43,0.35,16.38,21.2,0.77,12.51,30.66,43.17,23,7.17,5.09,14.28,19.72,93.18,35.88,79.8,0.45,7.66,21.46,0.36,17.46,23.88,0.73,12.77,30,42.77,20.34,7.3,4.77,14.71,18.29,96.88,-240
Playoffs,2013-04-22,(2012-13),MEM,LAC,91,93,2,36.15,81.45,0.44,4.66,13.5,0.35,16.45,21.29,0.77,12.91,29.82,42.73,20.91,8.57,5.32,13.95,20.24,93.4,38.54,80.59,0.48,7.65,21.37,0.36,16.37,23.02,0.71,11.44,30.18,41.62,23.88,9.56,5.62,14.6,20.93,101.09,-270
Playoffs,2013-04-23,(2012-13),MIL,MIA,86,98,12,38.15,87.77,0.43,7.33,20.37,0.36,15.26,20.73,0.74,13.02,30.94,43.96,22.88,8.35,6.71,14.1,18.95,98.88,38.39,77.41,0.5,8.74,22.06,0.4,17.35,23.01,0.75,8.24,30.37,38.61,23.05,8.66,5.38,13.94,18.7,102.88,-2700
Playoffs,2013-04-23,(2012-13),BOS,NYK,71,87,16,37.05,79.74,0.46,6.15,17.16,0.36,16.27,20.96,0.78,8.07,31.27,39.35,22.75,8.23,4.51,14.58,21.2,96.52,36.54,81.57,0.45,10.87,28.91,0.38,16.01,21.09,0.76,10.85,29.71,40.56,19.26,8.2,3.59,12.05,20.12,99.95,-300
Playoffs,2013-04-23,(2012-13),GSW,DEN,131,117,-14,38.17,83.41,0.46,8.02,19.9,0.4,16.8,21.27,0.79,10.79,34.16,44.95,22.5,6.91,4.22,15.07,21.38,101.17,40.72,85.16,0.48,6.35,18.51,0.34,18.35,26.2,0.7,13.32,31.72,45.04,24.41,9.29,6.5,15.28,20.51,106.15,-450
Playoffs,2013-04-24,(2012-13),HOU,OCT,102,105,3,38.1,82.71,0.46,10.57,28.89,0.37,19.18,25.45,0.75,11.09,32.34,43.43,23.2,8.28,4.38,16.44,20.27,105.95,38.12,79.32,0.48,7.29,19.37,0.38,22.18,26.78,0.83,10.41,33.23,43.65,21.38,8.28,7.61,15.28,20.17,105.72,-1000
Playoffs,2013-04-24,(2012-13),ATL,IND,98,113,15,37.61,81.02,0.46,8.61,23.18,0.37,14.12,19.74,0.72,9.24,31.62,40.87,24.48,8.1,4.5,14.87,17.96,97.95,35.12,80.56,0.44,6.85,19.74,0.35,17.64,23.64,0.75,12.88,32.98,45.85,20.31,7.16,6.33,15.15,20.04,94.74,-360
Playoffs,2013-04-24,(2012-13),LAL,SAS,91,102,11,37.09,80.98,0.46,8.72,24.57,0.35,19.32,27.91,0.69,11.49,33.32,44.8,22.17,7.02,5.23,15.02,17.89,102.21,39.15,81.4,0.48,8.09,21.51,0.38,16.65,21.04,0.79,8.12,33.18,41.3,25.1,8.48,5.44,14.71,17.4,103.02,-530
Playoffs,2013-04-25,(2012-13),MIA,MIL,104,91,-13,38.39,77.41,0.5,8.74,22.06,0.4,17.35,23.01,0.75,8.24,30.37,38.61,23.05,8.66,5.38,13.94,18.7,102.88,38.15,87.77,0.43,7.33,20.37,0.36,15.26,20.73,0.74,13.02,30.94,43.96,22.88,8.35,6.71,14.1,18.95,98.88,305
Playoffs,2013-04-25,(2012-13),BRO,CHI,76,79,3,35.88,79.8,0.45,7.66,21.46,0.36,17.46,23.88,0.73,12.77,30,42.77,20.34,7.3,4.77,14.71,18.29,96.88,35.68,81.68,0.44,5.44,15.43,0.35,16.38,21.2,0.77,12.51,30.66,43.17,23,7.17,5.09,14.28,19.72,93.18,-165
Playoffs,2013-04-25,(2012-13),LAC,MEM,82,94,12,38.54,80.59,0.48,7.65,21.37,0.36,16.37,23.02,0.71,11.44,30.18,41.62,23.88,9.56,5.62,14.6,20.93,101.09,36.15,81.45,0.44,4.66,13.5,0.35,16.45,21.29,0.77,12.91,29.82,42.73,20.91,8.57,5.32,13.95,20.24,93.4,-200
Playoffs,2013-04-26,(2012-13),NYK,BOS,90,76,-14,36.54,81.57,0.45,10.87,28.91,0.38,16.01,21.09,0.76,10.85,29.71,40.56,19.26,8.2,3.59,12.05,20.12,99.95,37.05,79.74,0.46,6.15,17.16,0.36,16.27,20.96,0.78,8.07,31.27,39.35,22.75,8.23,4.51,14.58,21.2,96.52,-135
Playoffs,2013-04-26,(2012-13),DEN,GSW,108,110,2,40.72,85.16,0.48,6.35,18.51,0.34,18.35,26.2,0.7,13.32,31.72,45.04,24.41,9.29,6.5,15.28,20.51,106.15,38.17,83.41,0.46,8.02,19.9,0.4,16.8,21.27,0.79,10.79,34.16,44.95,22.5,6.91,4.22,15.07,21.38,101.17,-115
Playoffs,2013-04-26,(2012-13),SAS,LAL,120,89,-31,39.15,81.4,0.48,8.09,21.51,0.38,16.65,21.04,0.79,8.12,33.18,41.3,25.1,8.48,5.44,14.71,17.4,103.02,37.09,80.98,0.46,8.72,24.57,0.35,19.32,27.91,0.69,11.49,33.32,44.8,22.17,7.02,5.23,15.02,17.89,102.21,255
Playoffs,2013-04-27,(2012-13),BRO,CHI,134,142,8,35.88,79.8,0.45,7.66,21.46,0.36,17.46,23.88,0.73,12.77,30,42.77,20.34,7.3,4.77,14.71,18.29,96.88,35.68,81.68,0.44,5.44,15.43,0.35,16.38,21.2,0.77,12.51,30.66,43.17,23,7.17,5.09,14.28,19.72,93.18,-140
Playoffs,2013-04-27,(2012-13),LAC,MEM,83,104,21,38.54,80.59,0.48,7.65,21.37,0.36,16.37,23.02,0.71,11.44,30.18,41.62,23.88,9.56,5.62,14.6,20.93,101.09,36.15,81.45,0.44,4.66,13.5,0.35,16.45,21.29,0.77,12.91,29.82,42.73,20.91,8.57,5.32,13.95,20.24,93.4,-160
Playoffs,2013-04-27,(2012-13),IND,ATL,69,90,21,35.12,80.56,0.44,6.85,19.74,0.35,17.64,23.64,0.75,12.88,32.98,45.85,20.31,7.16,6.33,15.15,20.04,94.74,37.61,81.02,0.46,8.61,23.18,0.37,14.12,19.74,0.72,9.24,31.62,40.87,24.48,8.1,4.5,14.87,17.96,97.95,-120
Playoffs,2013-04-27,(2012-13),OCT,HOU,104,101,-3,38.12,79.32,0.48,7.29,19.37,0.38,22.18,26.78,0.83,10.41,33.23,43.65,21.38,8.28,7.61,15.28,20.17,105.72,38.1,82.71,0.46,10.57,28.89,0.37,19.18,25.45,0.75,11.09,32.34,43.43,23.2,8.28,4.38,16.44,20.27,105.95,130
Playoffs,2013-04-28,(2012-13),NYK,BOS,90,97,7,36.54,81.57,0.45,10.87,28.91,0.38,16.01,21.09,0.76,10.85,29.71,40.56,19.26,8.2,3.59,12.05,20.12,99.95,37.05,79.74,0.46,6.15,17.16,0.36,16.27,20.96,0.78,8.07,31.27,39.35,22.75,8.23,4.51,14.58,21.2,96.52,105
Playoffs,2013-04-28,(2012-13),MIA,MIL,88,77,-11,38.39,77.41,0.5,8.74,22.06,0.4,17.35,23.01,0.75,8.24,30.37,38.61,23.05,8.66,5.38,13.94,18.7,102.88,38.15,87.77,0.43,7.33,20.37,0.36,15.26,20.73,0.74,13.02,30.94,43.96,22.88,8.35,6.71,14.1,18.95,98.88,400
Playoffs,2013-04-28,(2012-13),SAS,LAL,103,82,-21,39.15,81.4,0.48,8.09,21.51,0.38,16.65,21.04,0.79,8.12,33.18,41.3,25.1,8.48,5.44,14.71,17.4,103.02,37.09,80.98,0.46,8.72,24.57,0.35,19.32,27.91,0.69,11.49,33.32,44.8,22.17,7.02,5.23,15.02,17.89,102.21,600
Playoffs,2013-04-28,(2012-13),DEN,GSW,101,115,14,40.72,85.16,0.48,6.35,18.51,0.34,18.35,26.2,0.7,13.32,31.72,45.04,24.41,9.29,6.5,15.28,20.51,106.15,38.17,83.41,0.46,8.02,19.9,0.4,16.8,21.27,0.79,10.79,34.16,44.95,22.5,6.91,4.22,15.07,21.38,101.17,105
