Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2014-04-30,(2013-14),POR,HOU,98,108,10,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,38.02,80.52,0.47,9.5,26.57,0.36,22.12,31.09,0.71,11.22,34.11,45.33,21.4,7.57,5.62,16.13,20.44,107.67,-220
Playoffs,2014-05-01,(2013-14),IND,ATL,95,88,-7,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,37.33,81.56,0.46,9.37,25.8,0.36,16.98,21.73,0.78,8.7,31.28,39.98,24.89,8.29,3.98,15.26,19.23,101,-135
Playoffs,2014-05-01,(2013-14),OCT,MEM,104,84,-20,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,38.07,81.99,0.46,4.94,13.99,0.35,15.06,20.32,0.74,11.59,30.8,42.39,21.85,7.7,4.57,13.71,19.12,96.15,126
Playoffs,2014-05-01,(2013-14),LAC,GSW,99,100,1,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,39.46,85.43,0.46,9.44,24.84,0.38,15.89,21.11,0.75,10.93,34.38,45.3,23.32,7.83,4.96,15.21,21.76,104.26,-112
Playoffs,2014-05-02,(2013-14),TOR,BRO,83,97,14,36.49,81.93,0.45,8.7,23.38,0.37,19.61,25.06,0.78,11.4,31.12,42.52,21.18,7.04,4.18,14.13,22.95,101.28,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,-205
Playoffs,2014-05-02,(2013-14),SAS,DAL,111,113,2,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,39.62,83.63,0.47,8.79,22.89,0.38,16.8,21.13,0.8,10.24,30.66,40.9,23.6,8.59,4.34,13.54,19.95,104.84,137
Playoffs,2014-05-02,(2013-14),HOU,POR,98,99,1,38.02,80.52,0.47,9.5,26.57,0.36,22.12,31.09,0.71,11.22,34.11,45.33,21.4,7.57,5.62,16.13,20.44,107.67,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,-195
Playoffs,2014-05-03,(2013-14),ATL,IND,80,92,12,37.33,81.56,0.46,9.37,25.8,0.36,16.98,21.73,0.78,8.7,31.28,39.98,24.89,8.29,3.98,15.26,19.23,101,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,-285
Playoffs,2014-05-03,(2013-14),MEM,OCT,109,120,11,38.07,81.99,0.46,4.94,13.99,0.35,15.06,20.32,0.74,11.59,30.8,42.39,21.85,7.7,4.57,13.71,19.12,96.15,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-625
Playoffs,2014-05-03,(2013-14),GSW,LAC,121,126,5,39.46,85.43,0.46,9.44,24.84,0.38,15.89,21.11,0.75,10.93,34.38,45.3,23.32,7.83,4.96,15.21,21.76,104.26,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,-330
Playoffs,2014-05-04,(2013-14),BRO,TOR,104,103,-1,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,36.49,81.93,0.45,8.7,23.38,0.37,19.61,25.06,0.78,11.4,31.12,42.52,21.18,7.04,4.18,14.13,22.95,101.28,-145
Playoffs,2014-05-04,(2013-14),DAL,SAS,96,119,23,39.62,83.63,0.47,8.79,22.89,0.38,16.8,21.13,0.8,10.24,30.66,40.9,23.6,8.59,4.34,13.54,19.95,104.84,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-335
Playoffs,2014-05-05,(2013-14),WAS,IND,102,96,-6,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,-190
Playoffs,2014-05-05,(2013-14),LAC,OCT,122,105,-17,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-235
Playoffs,2014-05-06,(2013-14),BRO,MIA,86,107,21,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-400
Playoffs,2014-05-06,(2013-14),POR,SAS,92,116,24,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-317
Playoffs,2014-05-07,(2013-14),WAS,IND,82,86,4,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,-205
Playoffs,2014-05-07,(2013-14),LAC,OCT,101,112,11,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-238
Playoffs,2014-05-08,(2013-14),BRO,MIA,82,94,12,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-315
Playoffs,2014-05-08,(2013-14),POR,SAS,97,114,17,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-275
Playoffs,2014-05-09,(2013-14),IND,WAS,85,63,-22,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,-209
Playoffs,2014-05-09,(2013-14),OCT,LAC,118,112,-6,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,-180
Playoffs,2014-05-10,(2013-14),MIA,BRO,90,104,14,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,-105
Playoffs,2014-05-10,(2013-14),SAS,POR,118,103,-15,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,-115
Playoffs,2014-05-11,(2013-14),OCT,LAC,99,101,2,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,-235
Playoffs,2014-05-11,(2013-14),IND,WAS,95,92,-3,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,-171
Playoffs,2014-05-12,(2013-14),MIA,BRO,102,96,-6,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,115
Playoffs,2014-05-12,(2013-14),SAS,POR,92,103,11,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,155
Playoffs,2014-05-13,(2013-14),WAS,IND,102,79,-23,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,-230
Playoffs,2014-05-13,(2013-14),LAC,OCT,104,105,1,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-250
Playoffs,2014-05-14,(2013-14),BRO,MIA,94,96,2,35.74,77.94,0.46,8.65,23.44,0.37,18.39,24.41,0.75,8.79,29.35,38.15,20.9,8.6,3.79,14.52,21.67,98.52,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-350
Playoffs,2014-05-14,(2013-14),POR,SAS,82,104,22,39.11,87,0.45,9.39,25.26,0.37,19.13,23.49,0.81,12.46,33.98,46.44,23.22,5.54,4.72,13.72,19.22,106.74,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-425
Playoffs,2014-05-15,(2013-14),IND,WAS,93,80,-13,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.74,84.39,0.46,7.89,20.78,0.38,15.28,20.91,0.73,10.8,31.38,42.18,23.28,8.15,4.6,14.68,20.43,100.66,-199
Playoffs,2014-05-15,(2013-14),OCT,LAC,104,98,-6,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,39.12,82.45,0.47,8.45,23.98,0.35,21.23,29.07,0.73,10.46,32.54,43,24.59,8.57,4.84,13.85,21.55,107.93,-180
Playoffs,2014-05-18,(2013-14),MIA,IND,96,107,11,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,110
Playoffs,2014-05-19,(2013-14),OCT,SAS,105,122,17,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-280
Playoffs,2014-05-20,(2013-14),MIA,IND,87,83,-4,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,120
Playoffs,2014-05-21,(2013-14),OCT,SAS,77,112,35,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-235
Playoffs,2014-05-24,(2013-14),IND,MIA,87,99,12,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-270
Playoffs,2014-05-25,(2013-14),SAS,OCT,97,106,9,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-145
Playoffs,2014-05-26,(2013-14),IND,MIA,90,102,12,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-290
Playoffs,2014-05-27,(2013-14),SAS,OCT,92,105,13,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-135
Playoffs,2014-05-28,(2013-14),MIA,IND,90,93,3,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,-117
Playoffs,2014-05-29,(2013-14),OCT,SAS,89,117,28,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-245
Playoffs,2014-05-30,(2013-14),IND,MIA,92,117,25,35.96,80.16,0.45,6.71,18.8,0.36,18.11,23.26,0.78,10.17,34.52,44.7,20.13,6.71,5.44,15.09,20.43,96.74,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-430
Playoffs,2014-05-31,(2013-14),SAS,OCT,112,107,-5,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,38.95,82.71,0.47,8.1,22.43,0.36,20.16,25.02,0.81,10.82,33.91,44.73,21.88,8.27,6.11,15.32,22.66,106.16,-170
Finals,2014-06-05,(2013-14),MIA,SAS,95,110,15,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-240
Finals,2014-06-08,(2013-14),MIA,SAS,98,96,-2,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-170
Finals,2014-06-10,(2013-14),SAS,MIA,111,92,-19,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-200
Finals,2014-06-12,(2013-14),SAS,MIA,107,86,-21,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,-233
Finals,2014-06-15,(2013-14),MIA,SAS,87,104,17,38.32,76.49,0.5,8.11,22.3,0.36,17.45,22.98,0.76,7.65,29.23,36.88,22.52,8.93,4.48,14.78,19.46,102.2,40.56,83.46,0.49,8.51,21.43,0.4,15.72,20.02,0.79,9.29,33.98,43.27,25.17,7.37,5.12,14.39,18.23,105.35,-215
Playoffs,2015-04-18,(2014-15),WAS,TOR,93,86,-7,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,37.9,83.28,0.46,8.85,25.12,0.35,19.33,24.56,0.79,10.74,30.8,41.55,20.74,7.5,4.35,12.89,20.88,103.99,-190
Playoffs,2015-04-18,(2014-15),NOP,GSW,99,106,7,37.9,82.87,0.46,7.15,19.3,0.37,16.4,21.83,0.75,11.49,31.96,43.45,22.02,6.74,6.22,13.26,18.66,99.35,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-1100
Playoffs,2015-04-18,(2014-15),MIL,CHI,91,103,12,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,-410
Playoffs,2015-04-18,(2014-15),DAL,HOU,108,118,10,39.7,85.8,0.46,8.93,25.39,0.35,16.9,22.48,0.75,10.46,31.8,42.27,22.51,8.09,4.52,12.95,20.05,105.22,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-240
Playoffs,2015-04-19,(2014-15),BOS,CLE,100,113,13,38.94,87.94,0.44,8.05,24.65,0.33,15.44,20.46,0.75,11.1,32.74,43.84,24.5,8.22,3.59,13.82,21.2,101.37,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-1000
Playoffs,2015-04-19,(2014-15),BRO,ATL,92,99,7,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-900
Playoffs,2015-04-19,(2014-15),POR,MEM,86,100,14,38.72,85.96,0.45,9.84,27.21,0.36,15.51,19.38,0.8,10.72,35.13,45.85,21.94,6.4,4.54,13.62,18.22,102.79,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,-220
Playoffs,2015-04-19,(2014-15),SAS,LAC,92,107,15,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-103
Playoffs,2015-04-20,(2014-15),MIL,CHI,82,91,9,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,-400
Playoffs,2015-04-20,(2014-15),NOP,GSW,87,97,10,37.9,82.87,0.46,7.15,19.3,0.37,16.4,21.83,0.75,11.49,31.96,43.45,22.02,6.74,6.22,13.26,18.66,99.35,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-1500
Playoffs,2015-04-21,(2014-15),BOS,CLE,91,99,8,38.94,87.94,0.44,8.05,24.65,0.33,15.44,20.46,0.75,11.1,32.74,43.84,24.5,8.22,3.59,13.82,21.2,101.37,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-810
Playoffs,2015-04-21,(2014-15),WAS,TOR,117,106,-11,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,37.9,83.28,0.46,8.85,25.12,0.35,19.33,24.56,0.79,10.74,30.8,41.55,20.74,7.5,4.35,12.89,20.88,103.99,-240
Playoffs,2015-04-21,(2014-15),DAL,HOU,99,111,12,39.7,85.8,0.46,8.93,25.39,0.35,16.9,22.48,0.75,10.46,31.8,42.27,22.51,8.09,4.52,12.95,20.05,105.22,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-280
Playoffs,2015-04-22,(2014-15),BRO,ATL,91,96,5,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-500
Playoffs,2015-04-22,(2014-15),POR,MEM,82,97,15,38.72,85.96,0.45,9.84,27.21,0.36,15.51,19.38,0.8,10.72,35.13,45.85,21.94,6.4,4.54,13.62,18.22,102.79,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,-250
Playoffs,2015-04-22,(2014-15),SAS,LAC,111,107,-4,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-130
Playoffs,2015-04-23,(2014-15),CLE,BOS,103,95,-8,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,38.94,87.94,0.44,8.05,24.65,0.33,15.44,20.46,0.75,11.1,32.74,43.84,24.5,8.22,3.59,13.82,21.2,101.37,250
Playoffs,2015-04-23,(2014-15),CHI,MIL,113,106,-7,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,120
Playoffs,2015-04-23,(2014-15),GSW,NOP,123,119,-4,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.9,82.87,0.46,7.15,19.3,0.37,16.4,21.83,0.75,11.49,31.96,43.45,22.02,6.74,6.22,13.26,18.66,99.35,195
Playoffs,2015-04-24,(2014-15),HOU,DAL,130,128,-2,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,39.7,85.8,0.46,8.93,25.39,0.35,16.9,22.48,0.75,10.46,31.8,42.27,22.51,8.09,4.52,12.95,20.05,105.22,-119
Playoffs,2015-04-24,(2014-15),TOR,WAS,99,106,7,37.9,83.28,0.46,8.85,25.12,0.35,19.33,24.56,0.79,10.74,30.8,41.55,20.74,7.5,4.35,12.89,20.88,103.99,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,-202
Playoffs,2015-04-24,(2014-15),LAC,SAS,73,100,27,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,-220
Playoffs,2015-04-25,(2014-15),ATL,BRO,83,91,8,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,135
Playoffs,2015-04-25,(2014-15),CHI,MIL,90,92,2,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,150
Playoffs,2015-04-25,(2014-15),GSW,NOP,109,98,-11,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.9,82.87,0.46,7.15,19.3,0.37,16.4,21.83,0.75,11.49,31.96,43.45,22.02,6.74,6.22,13.26,18.66,99.35,225
